theme,goemotions_id,text,emotion_labels,word_count,selected,variant_match
work_burnout,edvt563,I can't imagine how scary that was for you. What is wrong with people?,"annoyance, fear",14,,
work_burnout,edifx4r,This one tilted concrete square in my neighborhood that I keep fucking tripping over.,"anger, annoyance",14,,
work_burnout,ed1dptl,Damn this kid and her fancy clothes makes me feel like a bad parent.,annoyance,14,,
work_burnout,eeg98sa,"I don't blame you, this sub makes me feel crazy on a daily basis. ","annoyance, excitement",14,,
work_burnout,edogked,"It didn't take me any longer than the first, and I feel uncomfortable now","annoyance, disappointment",14,,
work_burnout,eemqrsa,"Instagram literally fueles my eating disorder, I can't have it. It is all fake though",disappointment,15,,
work_burnout,edl2fhv,I don’t know man I feel like this goal is just a combination of unluckiness,"disappointment, sadness",15,,
work_burnout,edo22vr,"> Literally no one cares if you stay or go, Funny you should say that...","amusement, disappointment",15,,
work_burnout,ee8856n,"That's the best part, I can't even imagine to live forever with my shitty body",disappointment,15,,
work_burnout,eewdegb,True. You always gotta be careful. It's pretty sad actually. I feel used and abused.,disappointment,15,,
work_burnout,eeoaxq2,I don't even wear a shirt in the day around the house. Way too hot.,annoyance,15,,
work_burnout,ed8rfos,I don't understand our immigration restrictions. It's not like we don't have room up here,annoyance,15,,
work_burnout,ef6lf2z,"I never read it, but I sure remember being creeped out by this claymation version",disappointment,15,,
work_burnout,efavxb2,My imaginary friend is always busy. I never get to do anything with him eigher :(,disappointment,16,,
work_burnout,efg0iyo,Fuck this boring ass 9-5 corporate bullshit. I feel like starting a podcast about the Bulls.,annoyance,16,,
work_burnout,edcf1nx,"I'm always stuck in platinum because every match is a loss, no healer what so ever",disappointment,16,,
work_burnout,eef4oo3,"I feel stupid for not looking at her bio, but I do have some more pictures ",annoyance,16,,
work_burnout,edr8anc,I was born in ‘98 so I feel like your ‘98 loss is my ‘09 loss.,"approval, disappointment",16,,
work_burnout,eduhv7n,I really need to stop taking my guns fishing with me. I keep losing them!!! :(,disappointment,16,,
work_burnout,ed96fxy,Who even are you? Get off the Internet little boy. I don't have time for you,annoyance,16,,
work_burnout,edomjlv,I don't get it haha man it sucks not knowing what a wall phone is haha,"amusement, annoyance, neutral",16,,
work_burnout,eentofs,For 3 months so far. I’m not sure because I never had any successful withdrawals yet.,"confusion, disappointment",16,,
work_burnout,eezr6bf,"I feel like it took for fucking ever actually. Still too fast, but anything would be",annoyance,16,,
work_burnout,eeboius,That comment reads like something out of a circlejerk sub. I can't believe it was said unironically,"disappointment, disapproval",17,,
work_burnout,ef8cruk,I want to make friends too :( but I feel like I have nothing good to offer,disappointment,17,,
work_burnout,ef6u3hl,Precisely this. I don't see why this is such a hard concept for some people to grasp.,annoyance,17,,
work_burnout,efar486,I don't have children yet so I will just have a long conversation with my balls tonight,"disappointment, sadness",17,,
work_burnout,ef5cyie,"Well I get annoyed when they dont, because I'm always the one to answer within 30 seconds.",annoyance,17,,
work_burnout,eemqyvy,I feel like I lost focus... I have not accomplished anything and the clock isn't really stopping,disappointment,17,,
work_burnout,ef80dwz,"Ugh I never thought I'd be someone that gets jealous about shoes, which ones did you get?",annoyance,17,,
work_burnout,ed01nso,I'm keeping my mouth shut. I don't want you yokels crowding up the wine store I go to.,"annoyance, disapproval",18,,
work_burnout,eebr4i4,"I can't believe you would call me that and act like nothing happened. Honestly, what's wrong with you",annoyance,18,,
work_burnout,edow6dx,"I've spent too much of my life being angry at the Jets, just gotta roll with it now.","disappointment, optimism",18,,
work_burnout,efe865l,The way that was worded I can't tell if your super calm or about to flip a chair,"annoyance, approval",18,,
work_burnout,ee5gw3l,"I can't see a way forward, neither the government or the opposition wants no-deal or to cancel A50. ","disappointment, disapproval",18,,
work_burnout,eee4s5s,"I feel bad for them now, but if they ever get good I’ll hate them like the rest. ",disappointment,18,,
work_burnout,een6l21,Uhhh... unfortunately I can't read the article due to some regulations...but pretty sure that post is just the article,"disappointment, neutral",19,,
work_burnout,edovahm,Hey now I masturbate in my own filth and I don't take kindly to being compared to these people.,"annoyance, excitement",19,,
work_burnout,ef5csla,Is it wrong that I've been really disappointed that I haven't gotten to try out my new snowblower? :-/,disappointment,19,,
work_burnout,ef9v6uv,I feel left out... I never get invited to our new world order meetings with our elders of zion,"disappointment, sadness",19,,
work_burnout,eejc5xv,Am I wrong? So many people from NY say it's really gone downhill. Doesn't mean I don't like public transportation,"annoyance, disapproval",20,,
work_burnout,eddj00m,Had to comment just to say that I don't even know what to say to this. It's so mindblowingly stupid.,"anger, annoyance, neutral",20,,
work_burnout,eezijw8,This is why I have no sympathy for parents who can't make time for their kids because of their jobs.,annoyance,20,,
work_burnout,ee3fg2v,Does anyone here think this will actually turn the Jet's around? I feel like this is the worst shit ever.,"annoyance, disappointment",20,,
work_burnout,eevkcjv,I'll give you that. Society is generally in a decline. I don't date men so I can't speak to that.,disappointment,20,,
work_burnout,ed08ta4,"Me too, whenever my friends get with people I dont feel happy for them. I just feel envy and rage.",annoyance,20,,
work_burnout,edp56l4,That was worse than a movie jump scare. I don't know why but giant squid feel more fearsome than sharks.,"annoyance, disgust, fear",20,,
work_burnout,ee7dwea,"If you’re being contentious, then I have no interest in discussing this. There’s plenty of other threads you can search.",annoyance,20,,
work_burnout,edwdtph,muh racist history! its all gone! no one will ever know about my slavery and being a traitorous vermin! help meh!,"disappointment, sadness",21,,
work_burnout,eczgvxw,The kids aren’t doing anything stupid here... cause it’s a fake video. I feel like this is in the wrong sub.,"annoyance, disapproval",21,,
work_burnout,ed4r7gd,I feel so bad anytime I see anyone fall on their face... I just want to make sure they are ok.,"caring, disappointment, sadness",21,,
work_burnout,eekoc1c,"That sounds really agonising, to ask for help and have no one hear you. What's going on for you right now?","curiosity, disappointment",21,,
work_burnout,eea4jn0,She hasn't even fully moved out yet and I feel the same way. I'm sorry. I know how awful it feels.,annoyance,21,,
work_burnout,efbsy8v,That convention center sized groan right after the reveal.... No one wanted this. I have no idea what they were thinking.,"confusion, disappointment",21,,
work_burnout,ed92zjj,Holy shit it's almost like the PYD is a organization of Syrian citizens I can't believe he exposed them on that.,annoyance,21,,
work_burnout,ee0rjau,I didn't see it either! I feel like the kid at the birthday party that didn't get a piece of cake...,disappointment,21,,
work_burnout,eet41r2,Don’t let the bastards grind you down. I’m so sorry for this experience. No one deserves to be treated that way.,"caring, disappointment",21,,
work_burnout,ef4jxwk,"I feel the same way! It just doesn’t get better for some of us, I’m sick of hearing that it gets better.","annoyance, approval",22,,
work_burnout,edyqbyd,I saw 25yr old with 3 kids and a house. How do u think I feel. I'm over 30 and still single.,"disappointment, sadness",22,,
work_burnout,ede6ydv,Same. Body hair (on my own body..I don't care what anybody else does with THEIR body hair) grosses me the fuck out.,"annoyance, disgust",22,,
work_burnout,eezosy1,"Eh. People really are judgemental towards ""hoes"", so I don't blame them. What is stupid is to shame people for having sex.",annoyance,22,,
work_burnout,ef201xo,"Ugh I live in WA state and now I'm scared I'm going to get measles even though I'm vaccinated, I hate anti-vaxxers","annoyance, fear",22,,
work_burnout,eezkoeb,You are entitled to live your life the way you want to. I never said you weren't. You really are just disappointing.,disappointment,22,,
work_burnout,edaa1n4,Being in a 3 person friend group fucking sucks sometimes m8 I feel like the least loved a lot of the time,"disappointment, sadness",22,,
work_burnout,ed2v6t1,I feel that nobody cares and nothing will be different because this is a total non issue for vast majority of people.,"disappointment, sadness",22,,
work_burnout,eda3ivp,"with a locker room like this is looking to be, I don't think Ohio State is done losing games that they shouldn't","annoyance, disapproval",22,,
work_burnout,ef8a105,"yup today hit me extra hard since im unemployed. i feel like im not meant to work, or meant to do anything really!",disappointment,23,,
work_burnout,eexhiuw,"Yeah no, I don't support people being questioned by police for any opinion actually, a sentiment I expect many people on here share.",annoyance,23,,
work_burnout,ef73999,"I tell them I've been a fan since the very beginning of the franchise, so there's no way I could be a bandwagoner",annoyance,23,,
work_burnout,eelfo90,Was at the game yesterday and at the game now. It's a miserable gong show. Why do I keep doing this to myself?,"annoyance, confusion, sadness",23,,
work_burnout,ef9wlwj,"Considering the fact that I don't consider jealousy or envy useful, you are dead wrong. It might be other people but not me.","annoyance, disapproval",23,,
work_burnout,eeas6wy,"Yes, you just push. I've been having periods for 29 years (bloody hell) and I've never managed to get to grips with applicators.",annoyance,23,,
work_burnout,ef3e1sc,Realize that no girl is perfect for you if you're not perfect for her. I feel for your disappointment tho. Keep on truckin'.,disappointment,23,,
work_burnout,eekoug8,"For some reason I wanted to be a bartender when I was 8. After hearing this story, makes me feel I missed out. ","disappointment, sadness",23,,
work_burnout,ef1rmz9,I'm sorry but as someone who travels alone I would be pissed if I was told I can't drink at the bar by myself.,"annoyance, remorse",24,,
work_burnout,edo6c7r,I got offered a couple of batches. They weren't 100% terrible but I feel like they could've been better so I didn't take them.,"disappointment, disapproval",24,,
work_burnout,edg4oqx,I dont know this one (new or yet another alt) I can't take people seriously when they have a hidden agenda for these questions,"disappointment, neutral",24,,
work_burnout,eeicggm,"Measuring my life in semesters filled with classes that are entirely worthless but I need a $60,000 piece of paper to get a job ",disappointment,24,,
work_burnout,ee7d4p2,It would certainly improve some services (like transit) but would piss off enough people of both cities that I can't imagine anyone proposing it.,"annoyance, optimism",24,,
work_burnout,efd2a1y,"Well, if that's how you always are, I can't imagine even wanting to be next you let alone have deer like sex with you.","annoyance, neutral",24,,
work_burnout,eeqe6ci,I do but no one wants to play with me I at least try to play by my self but it gets really boring.,"disappointment, sadness",24,,
work_burnout,ef8mk11,If you all keep nagging me with this question I will turn this car around and then *no one’s* getting to watch the trailer.,annoyance,24,,
work_burnout,ee7z8l4,I feel like this happens to me every single time I shop there. I dont go in anymore because I'm tired of being followed.,"annoyance, disappointment",24,,
work_burnout,edrnbww,Rightfully so. I had it as a child and it was the worst experience in my life. I'm also vulnerable for shingles now. Yaaay.,disappointment,24,,
work_burnout,ednh4vs,"I don't drink I don't smoke I don't do drugs and yet still am not ""happy rich and all that people say this brings""",disappointment,24,,
work_burnout,edlcq3u,You're not my real mom. I don't have to listen to you. Just because my dad loves you doesn't mean that I have to!,"anger, annoyance",24,,
work_burnout,efdwdnh,"Bump stocks too I guess, I can't imagine why he actually did that though, perhaps his advisors told him to do it to pander",disappointment,24,,
work_burnout,eemqi6x,"**Zigzagzigal-type Balance Suggeestions** - I feel like you are flying, why not get into a war with China who, because they had no alternatives.",annoyance,24,,
work_burnout,edfiobs,Monster hunter world is making me desperately want to stay up all night and play it. But I can't make it past 11pm anymore 😫,"desire, disappointment",25,,
work_burnout,ednm4yb,"I don't like it, simply because men never want to be just friends, and I have no interest in dating random dudes who message me.","annoyance, disapproval",25,,
work_burnout,ee9fxut,Damn I never had to wait that long. Then again where I live is a town more than a city so much less busy etc,annoyance,25,,
work_burnout,eeu45uc,"Can I just say that the Elizabeth Line is still a bloody stupid name, and no I don't think I'll just get used to it.","annoyance, disapproval",25,,
work_burnout,edykgib,"I'd just feel less out of place, I guess. My SA makes me feel like I'm so behind my peers in terms of a social life",disappointment,26,,
work_burnout,edutero,YES! I can't recommend this TED Talk enough and I think it's really disappointing that many portions of the left have caved in to anti-nuclear hysteria.,"annoyance, disappointment",26,,
work_burnout,ef1uq8d,I don't know why but every time I see a meme telling me how good I am it doesn't do anything and doesn't make me happy,disappointment,26,,
work_burnout,ee1uit6,I actually did have a girl a few towns away in a different school and no one knew her. No one believed me at first :(,disappointment,26,,
work_burnout,eff2v7d,He said he says it on his own but I don't want him to say it at all. I feel like their bio mom hates me,annoyance,26,,
work_burnout,ed51srg,"Well then I feel sorry for men for being such incontrolable sexual beasts I guess. My original answer was sincere, I can't speak for others though.","annoyance, remorse",26,,
work_burnout,eewfryk,What dose are you taking and how long did it take to help? I've been trying the Lazarus 50mg/ml. Not seeing any obvious improvement so far.,disappointment,26,,
work_burnout,ee4v8v6,Honestly i have no clue. Just got my feelings hurt by the mean things he was saying to nurk and wanted to cyberbully him in response,disappointment,26,,
work_burnout,eeq87l1,"exactly how i feel about it too. the guy is just a jerk, and can't be bothered to care unless it benefits him. selfish little prick",annoyance,26,,
work_burnout,ed2g98d,Yeah I don't mind the odd hunter or a daddy long legs but fuck those red backs. And whitetails Those cunts are vicious as all hell,"anger, annoyance",26,,
work_burnout,ee38oa9,Wow this was awful. What kind of audience do these morons have? I mean no one with the money to buy that junk would watch these fools,"annoyance, disgust",27,,
work_burnout,ee16zy1,"Had the item hit you, I would have asked security to hold them, for you to press charges for assault. No one should be entertaining that foolishness","anger, annoyance, disapproval",27,,
work_burnout,ee5ao2v,"Yes, I dont trust people very much so I tend to push them away, and I feel like I dont have enough energy to keep up with people ",annoyance,28,,
